transcirc_id	circ_strand	circ_chrom	tis_coordinate_hg38	tis_position_in_circrna
TC-hsa-CARD8_0043	-	chr19	48249818	30
TC-hsa-RPL18_0002	-	chr19	48616800	187
TC-hsa-ZNF528_0002	+	chr19	52398427	61
TC-hsa-UBE2M_0001	-	chr19	58558381	158
TC-hsa-RPS5_0002	+	chr19	58393001	135
TC-hsa-PPP2R1A_0003	+	chr19	52211320	253
TC-hsa-ZNF611_0002	-	chr19	52728818	14
TC-hsa-ZNF611_0005	-	chr19	52728818	14
TC-hsa-PPP2R1A_0004	+	chr19	52211320	139
TC-hsa-PPP2R1A_0005	+	chr19	52211320	31
TC-hsa-ZNF611_0001	-	chr19	52728818	14
TC-hsa-ZNF611_0004	-	chr19	52728818	14
TC-hsa-ZNF611_0006	-	chr19	52728818	14
TC-hsa-TRIB2_0001	+	chr2	12717456	236
TC-hsa-PPP1R15A_0001	+	chr19	48872455	12
TC-hsa-ZNF611_0003	-	chr19	52728818	14
TC-hsa-RPS11_0004	+	chr19	49498015	496
TC-hsa-ZSCAN18_0002	-	chr19	58090313	74
TC-hsa-ZSCAN18_0002	-	chr19	58090338	49
TC-hsa-ZSCAN18_0004	-	chr19	58090313	74
TC-hsa-ZSCAN18_0004	-	chr19	58090338	49
TC-hsa-NUCB1_0002	+	chr19	48900797	12
TC-hsa-RPS5_0003	+	chr19	58393001	106
TC-hsa-PUM2_0032	-	chr2	20327353	26
TC-hsa-PUM2_0017	-	chr2	20327353	26
TC-hsa-PUM2_0036	-	chr2	20327353	26
TC-hsa-PUM2_0008	-	chr2	20327353	26
TC-hsa-U2AF2_0001	+	chr19	55655105	396
TC-hsa-PUM2_0010	-	chr2	20327353	26
TC-hsa-CNOT3_0005	+	chr19	54142947	19
TC-hsa-GEN1_0002	+	chr2	17759944	16
TC-hsa-GEN1_0003	+	chr2	17759944	16
TC-hsa-GEN1_0004	+	chr2	17759944	16
TC-hsa-GEN1_0005	+	chr2	17759944	16
TC-hsa-GEN1_0006	+	chr2	17759944	16
TC-hsa-GEN1_0007	+	chr2	17759944	16
TC-hsa-GEN1_0008	+	chr2	17759944	16
TC-hsa-GEN1_0009	+	chr2	17759944	16
TC-hsa-GEN1_0010	+	chr2	17759944	16
TC-hsa-GEN1_0011	+	chr2	17759944	16
TC-hsa-GEN1_0012	+	chr2	17759944	13
TC-hsa-PUM2_0078	-	chr2	20327353	26
TC-hsa-PUM2_0084	-	chr2	20327353	26
TC-hsa-PUM2_0085	-	chr2	20327353	26
TC-hsa-PUM2_0086	-	chr2	20327353	26
TC-hsa-PUM2_0087	-	chr2	20327353	26
TC-hsa-PUM2_0088	-	chr2	20327353	26
TC-hsa-PUM2_0089	-	chr2	20327353	26
TC-hsa-PUM2_0090	-	chr2	20327353	26
TC-hsa-PUM2_0091	-	chr2	20327353	26
TC-hsa-PUM2_0094	-	chr2	20327353	26
TC-hsa-PUM2_0095	-	chr2	20327353	26
TC-hsa-PUM2_0096	-	chr2	20327353	26
TC-hsa-PUM2_0097	-	chr2	20327353	26
TC-hsa-PUM2_0098	-	chr2	20327353	26
TC-hsa-PUM2_0100	-	chr2	20327353	26
TC-hsa-PUM2_0102	-	chr2	20327353	26
TC-hsa-PUM2_0104	-	chr2	20327353	26
TC-hsa-PUM2_0105	-	chr2	20327353	26
TC-hsa-PUM2_0106	-	chr2	20327353	26
TC-hsa-PUM2_0107	-	chr2	20327353	26
TC-hsa-PUM2_0108	-	chr2	20327353	26
TC-hsa-PUM2_0109	-	chr2	20327353	26
TC-hsa-PUM2_0110	-	chr2	20327353	26
TC-hsa-PUM2_0111	-	chr2	20327353	26
TC-hsa-PUM2_0112	-	chr2	20327353	26
TC-hsa-PUM2_0113	-	chr2	20327353	26
TC-hsa-PUM2_0114	-	chr2	20327353	26
TC-hsa-PUM2_0115	-	chr2	20327353	26
TC-hsa-PUM2_0116	-	chr2	20327353	26
TC-hsa-PUM2_0118	-	chr2	20327353	26
TC-hsa-PUM2_0120	-	chr2	20327353	26
TC-hsa-PUM2_0121	-	chr2	20327353	26
TC-hsa-PUM2_0122	-	chr2	20327353	26
TC-hsa-PUM2_0009	-	chr2	20327353	26
TC-hsa-CNOT3_0004	+	chr19	54142947	19
TC-hsa-CNOT3_0006	+	chr19	54142947	19
TC-hsa-RPS5_0004	+	chr19	58393001	26
TC-hsa-LENG8_0003	+	chr19	54451306	13
TC-hsa-EPN1_0001	+	chr19	55678628	102
TC-hsa-ZNF776_0001	+	chr19	57746901	50
TC-hsa-PUM2_0063	-	chr2	20327353	26
TC-hsa-PUM2_0071	-	chr2	20327353	26
TC-hsa-PUM2_0077	-	chr2	20327353	26
TC-hsa-TRIB2_0002	+	chr2	12718308	619
TC-hsa-ODC1_0001	-	chr2	10445033	17
TC-hsa-CNOT3_0001	+	chr19	54142947	19
TC-hsa-CNOT3_0002	+	chr19	54142947	19
TC-hsa-CNOT3_0003	+	chr19	54142947	19
TC-hsa-CNOT3_0007	+	chr19	54142947	19
TC-hsa-PUM2_0062	-	chr2	20327353	26
TC-hsa-PUM2_0064	-	chr2	20327353	26
TC-hsa-ZNF776_0002	+	chr19	57746901	50
TC-hsa-PUM2_0099	-	chr2	20327353	26
TC-hsa-PUM2_0103	-	chr2	20327353	26
TC-hsa-PUM2_0117	-	chr2	20327353	26
TC-hsa-PUM2_0119	-	chr2	20327353	26
TC-hsa-PUM2_0123	-	chr2	20327353	26
TC-hsa-ZNF444_0001	+	chr19	56146312	66
TC-hsa-PUM2_0072	-	chr2	20327353	26
TC-hsa-PUM2_0074	-	chr2	20327353	26
TC-hsa-ODC1_0004	-	chr2	10445033	127
TC-hsa-ODC1_0007	-	chr2	10445033	127
TC-hsa-ODC1_0010	-	chr2	10445033	127
TC-hsa-ODC1_0011	-	chr2	10445033	127
TC-hsa-PUM2_0125	-	chr2	20327353	26
TC-hsa-PUM2_0079	-	chr2	20327353	26
TC-hsa-LENG8_0001	+	chr19	54451306	17
TC-hsa-LENG8_0002	+	chr19	54451306	17
TC-hsa-PUM2_0124	-	chr2	20327353	26
TC-hsa-PUM2_0065	-	chr2	20327353	26
TC-hsa-PUM2_0073	-	chr2	20327353	26
TC-hsa-CENPO_0001	+	chr2	24793920	69
TC-hsa-DNMT3A_0026	-	chr2	25314050	112
TC-hsa-DNMT3A_0026	-	chr2	25314089	73
TC-hsa-DNMT3A_0029	-	chr2	25314050	112
TC-hsa-DNMT3A_0029	-	chr2	25314089	73
TC-hsa-DNMT3A_0030	-	chr2	25314050	112
TC-hsa-DNMT3A_0030	-	chr2	25314089	73
TC-hsa-LAPTM4A_0006	-	chr2	20051520	105
TC-hsa-LAPTM4A_0006	-	chr2	20051624	1
TC-hsa-DNMT3A_0031	-	chr2	25314050	58
TC-hsa-DNMT3A_0031	-	chr2	25314089	19
TC-hsa-DNMT3A_0032	-	chr2	25314050	112
TC-hsa-DNMT3A_0032	-	chr2	25314089	73
TC-hsa-DNMT3A_0020	-	chr2	25314050	112
TC-hsa-DNMT3A_0020	-	chr2	25314089	73
TC-hsa-PUM2_0007	-	chr2	20327353	26
TC-hsa-PUM2_0037	-	chr2	20327353	26
TC-hsa-PUM2_0038	-	chr2	20327353	26
TC-hsa-PUM2_0039	-	chr2	20327353	26
TC-hsa-PUM2_0050	-	chr2	20327353	26
TC-hsa-PUM2_0051	-	chr2	20327353	26
TC-hsa-PUM2_0052	-	chr2	20327353	26
TC-hsa-PUM2_0053	-	chr2	20327353	26
TC-hsa-RAB10_0001	+	chr2	26034609	151
TC-hsa-OST4_0001	-	chr2	27071426	94
TC-hsa-SLC5A6_0005	-	chr2	27211521	140
TC-hsa-GTF3C2_0009	-	chr2	27343554	25
TC-hsa-GTF3C2_0014	-	chr2	27343554	25
TC-hsa-GTF3C2_0015	-	chr2	27343554	25
TC-hsa-GTF3C2_0016	-	chr2	27343554	25
TC-hsa-SNX17_0001	+	chr2	27370744	72
TC-hsa-PPM1G_0003	-	chr2	27385035	343
TC-hsa-PPM1G_0007	-	chr2	27385035	54
TC-hsa-PPM1G_0008	-	chr2	27385035	273
TC-hsa-NRBP1_0001	+	chr2	27428692	375
TC-hsa-NRBP1_0002	+	chr2	27428692	375
TC-hsa-BRE_0001	+	chr2	27894557	25
TC-hsa-BRE_0002	+	chr2	27894557	25
TC-hsa-BRE_0003	+	chr2	27894557	25
TC-hsa-BRE_0004	+	chr2	27894557	25
TC-hsa-BRE_0005	+	chr2	27894557	25
TC-hsa-BRE_0006	+	chr2	27894557	25
TC-hsa-PPP1CB_0003	+	chr2	28752125	88
TC-hsa-PPP1CB_0004	+	chr2	28752125	88
TC-hsa-PPP1CB_0005	+	chr2	28752125	88
TC-hsa-PPP1CB_0006	+	chr2	28752125	88
TC-hsa-PPP1CB_0007	+	chr2	28752125	88
TC-hsa-PPP1CB_0009	+	chr2	28752125	20
TC-hsa-GEN1_0001	+	chr2	17759944	16
TC-hsa-PPP1CB_0001	+	chr2	28752125	88
TC-hsa-PPP1CB_0002	+	chr2	28752125	88
TC-hsa-PPP1CB_0008	+	chr2	28752125	88
TC-hsa-TTC27_0001	+	chr2	32628147	86
TC-hsa-SPAST_0002	+	chr2	32064018	9
TC-hsa-SPAST_0002	+	chr2	32064042	33
TC-hsa-HEATR5B_0148	-	chr2	37083414	23
TC-hsa-EIF2AK2_0048	-	chr2	37148890	134
TC-hsa-EIF2AK2_0048	-	chr2	37148978	46
TC-hsa-EIF2AK2_0047	-	chr2	37148890	50
TC-hsa-YPEL5_0003	+	chr2	30156652	86
TC-hsa-YPEL5_0002	+	chr2	30156652	86
TC-hsa-YPEL5_0004	+	chr2	30156652	25
TC-hsa-SPAST_0001	+	chr2	32064018	9
TC-hsa-SPAST_0001	+	chr2	32064042	33
TC-hsa-PPM1B_0003	+	chr2	44201200	15
TC-hsa-PPM1B_0005	+	chr2	44201200	15
TC-hsa-HEATR5B_0163	-	chr2	37083414	23
TC-hsa-GPATCH11_0001	+	chr2	37088382	14
TC-hsa-PPM1B_0011	+	chr2	44201200	15
TC-hsa-HEATR5B_0125	-	chr2	37083414	23
TC-hsa-EIF2AK2_0050	-	chr2	37148890	134
TC-hsa-EIF2AK2_0050	-	chr2	37148978	46
TC-hsa-GPR75-ASB3_0034	-	chr2	53765573	13
TC-hsa-GPR75-ASB3_0038	-	chr2	53765573	13
TC-hsa-GPR75-ASB3_0044	-	chr2	53765573	13
TC-hsa-EIF2AK2_0039	-	chr2	37148890	134
TC-hsa-EIF2AK2_0039	-	chr2	37148978	46
TC-hsa-SRSF7_0014	-	chr2	38751300	58
TC-hsa-GPR75-ASB3_0047	-	chr2	53765573	13
TC-hsa-GPR75-ASB3_0048	-	chr2	53765573	13
TC-hsa-PPM1B_0002	+	chr2	44201200	15
TC-hsa-PPM1B_0006	+	chr2	44201200	15
TC-hsa-PPM1B_0009	+	chr2	44201200	15
TC-hsa-SIX3_0002	+	chr2	44942105	9
TC-hsa-PPM1B_0010	+	chr2	44201200	15
TC-hsa-PPM1B_0004	+	chr2	44201200	15
TC-hsa-PPM1B_0007	+	chr2	44201200	15
TC-hsa-PPM1B_0012	+	chr2	44201200	15
TC-hsa-GPR75-ASB3_0004	-	chr2	53765573	13
TC-hsa-GPR75-ASB3_0025	-	chr2	53765573	13
TC-hsa-GPR75-ASB3_0027	-	chr2	53765573	13
TC-hsa-GPR75-ASB3_0033	-	chr2	53765573	13
TC-hsa-GPR75-ASB3_0035	-	chr2	53765573	13
TC-hsa-GPR75-ASB3_0039	-	chr2	53765573	13
TC-hsa-GPR75-ASB3_0040	-	chr2	53765573	13
TC-hsa-GPR75-ASB3_0042	-	chr2	53765573	13
TC-hsa-PPM1B_0008	+	chr2	44201200	15
TC-hsa-GPR75-ASB3_0046	-	chr2	53765573	13
TC-hsa-BCL11A_0003	-	chr2	60546270	209
TC-hsa-STON1-GTF2A1L_0001	+	chr2	48580634	48
TC-hsa-STON1-GTF2A1L_0002	+	chr2	48580634	48
TC-hsa-STON1-GTF2A1L_0003	+	chr2	48580634	48
TC-hsa-BCL11A_0002	-	chr2	60546270	31
TC-hsa-PELI1_0016	-	chr2	64108310	70
TC-hsa-RAB1A_0002	-	chr2	65130007	48
TC-hsa-PELI1_0014	-	chr2	64108310	70
TC-hsa-PELI1_0017	-	chr2	64108310	70
TC-hsa-MDH1_0001	+	chr2	63588988	6
TC-hsa-UGP2_0005	+	chr2	63856320	15
TC-hsa-UGP2_0010	+	chr2	63856320	15
TC-hsa-PELI1_0015	-	chr2	64108310	70
TC-hsa-SLC1A4_0001	+	chr2	64989644	106
TC-hsa-UGP2_0007	+	chr2	63856320	15
TC-hsa-PUS10_0012	-	chr2	61011890	16
TC-hsa-PUS10_0014	-	chr2	61011890	16
TC-hsa-PELI1_0012	-	chr2	64108310	70
TC-hsa-SNRPG_0001	-	chr2	70288171	45
TC-hsa-UGP2_0009	+	chr2	63856320	15
TC-hsa-UGP2_0013	+	chr2	63856320	15
TC-hsa-UGP2_0012	+	chr2	63856320	15
TC-hsa-UGP2_0001	+	chr2	63856320	15
TC-hsa-UGP2_0002	+	chr2	63856320	15
TC-hsa-UGP2_0003	+	chr2	63856320	15
TC-hsa-UGP2_0004	+	chr2	63856320	15
TC-hsa-UGP2_0006	+	chr2	63856320	15
TC-hsa-UGP2_0008	+	chr2	63856320	15
TC-hsa-UGP2_0011	+	chr2	63856320	15
TC-hsa-SUCLG1_0007	-	chr2	84459230	251
TC-hsa-TIA1_0044	-	chr2	70248507	70
TC-hsa-RTKN_0006	-	chr2	74441816	84
TC-hsa-TGOLN2_0011	-	chr2	85327963	355
TC-hsa-MAT2A_0001	+	chr2	85541107	25
TC-hsa-MAT2A_0002	+	chr2	85541107	25
TC-hsa-MAT2A_0003	+	chr2	85541107	25
TC-hsa-MAT2A_0004	+	chr2	85541107	25
TC-hsa-IMMT_0043	-	chr2	86181331	123
TC-hsa-IMMT_0043	-	chr2	86195382	37
TC-hsa-IMMT_0044	-	chr2	86181331	42
TC-hsa-IMMT_0046	-	chr2	86181331	42
TC-hsa-IMMT_0023	-	chr2	86181331	42
TC-hsa-IMMT_0032	-	chr2	86181331	42
TC-hsa-KRCC1_0003	-	chr2	88034172	230
TC-hsa-KRCC1_0005	-	chr2	88034172	230
TC-hsa-POLR1A_0040	-	chr2	86105825	111
TC-hsa-NCK2_0011	+	chr2	105816583	129
TC-hsa-FHL2_0009	-	chr2	105386516	25
TC-hsa-IMMT_0047	-	chr2	86181331	42
TC-hsa-IMMT_0048	-	chr2	86181331	42
TC-hsa-MRPL35_0001	+	chr2	86199491	25
TC-hsa-MRPL35_0002	+	chr2	86199491	25
TC-hsa-MRPL30_0002	+	chr2	99186204	28
TC-hsa-MGAT4A_0027	-	chr2	98726464	104
TC-hsa-MGAT4A_0027	-	chr2	98726525	43
TC-hsa-MGAT4A_0034	-	chr2	98726464	104
TC-hsa-MGAT4A_0034	-	chr2	98726525	43
TC-hsa-MGAT4A_0039	-	chr2	98726464	104
TC-hsa-MGAT4A_0039	-	chr2	98726525	43
TC-hsa-MGAT4A_0041	-	chr2	98726464	104
TC-hsa-MGAT4A_0041	-	chr2	98726525	43
TC-hsa-TGFBRAP1_0014	-	chr2	105308302	17
TC-hsa-NCK2_0010	+	chr2	105816583	154
TC-hsa-FHL2_0008	-	chr2	105386516	25
TC-hsa-FHL2_0011	-	chr2	105386516	25
TC-hsa-FHL2_0005	-	chr2	105386516	25
TC-hsa-FHL2_0012	-	chr2	105386516	25
TC-hsa-FHL2_0013	-	chr2	105386516	25
TC-hsa-NCK2_0001	+	chr2	105816583	154
TC-hsa-NCK2_0004	+	chr2	105816583	154
TC-hsa-KRCC1_0004	-	chr2	88034172	230
TC-hsa-FHL2_0014	-	chr2	105386516	25
TC-hsa-FHL2_0016	-	chr2	105386516	53
TC-hsa-NCK2_0002	+	chr2	105816583	154
TC-hsa-NCK2_0009	+	chr2	105816583	154
TC-hsa-MGAT4A_0006	-	chr2	98726464	104
TC-hsa-MGAT4A_0006	-	chr2	98726525	43
TC-hsa-FHL2_0015	-	chr2	105386516	25
TC-hsa-NCK2_0003	+	chr2	105816583	154
TC-hsa-NCK2_0007	+	chr2	105816583	154
TC-hsa-STARD7_0015	-	chr2	96208630	189
TC-hsa-STARD7_0015	-	chr2	96208780	39
TC-hsa-MRPL30_0001	+	chr2	99186204	28
TC-hsa-TXNDC9_0005	-	chr2	99333210	33
TC-hsa-MRPL19_0001	+	chr2	75647185	84
TC-hsa-C2orf76_0002	-	chr2	119339959	13
TC-hsa-C2orf76_0005	-	chr2	119339959	13
TC-hsa-C2orf76_0006	-	chr2	119339959	13
TC-hsa-C2orf76_0008	-	chr2	119339959	13
TC-hsa-C2orf76_0010	-	chr2	119339959	13
TC-hsa-C2orf76_0011	-	chr2	119339959	13
TC-hsa-C2orf76_0012	-	chr2	119339959	13
TC-hsa-RPL31_0002	+	chr2	101005969	137
TC-hsa-TGFBRAP1_0015	-	chr2	105308302	14
TC-hsa-NCK2_0006	+	chr2	105816583	154
TC-hsa-NCK2_0008	+	chr2	105816583	154
TC-hsa-TGFBRAP1_0012	-	chr2	105308302	17
TC-hsa-TGFBRAP1_0016	-	chr2	105308302	17
TC-hsa-NCK2_0005	+	chr2	105816583	154
TC-hsa-CHCHD5_0002	+	chr2	112586027	54
TC-hsa-MGAT4A_0043	-	chr2	98726464	104
TC-hsa-MGAT4A_0043	-	chr2	98726525	43
TC-hsa-MGAT4A_0044	-	chr2	98726464	104
TC-hsa-MGAT4A_0044	-	chr2	98726525	43
TC-hsa-MAP4K4_0004	+	chr2	101698081	6
TC-hsa-MGAT4A_0036	-	chr2	98726464	104
TC-hsa-MGAT4A_0036	-	chr2	98726525	43
TC-hsa-MAP4K4_0002	+	chr2	101698081	6
TC-hsa-MAP4K4_0003	+	chr2	101698081	6
TC-hsa-MAP4K4_0001	+	chr2	101698081	6
TC-hsa-CLASP1_0136	-	chr2	121605895	286
TC-hsa-CLASP1_0200	-	chr2	121605895	286
TC-hsa-CLASP1_0204	-	chr2	121605895	286
TC-hsa-WDR33_0029	-	chr2	127770981	24
TC-hsa-CHCHD5_0001	+	chr2	112586027	54
TC-hsa-SLC20A1_0001	+	chr2	112646593	31
TC-hsa-SLC20A1_0001	+	chr2	112646828	266
TC-hsa-SLC20A1_0002	+	chr2	112646593	31
TC-hsa-SLC20A1_0002	+	chr2	112646828	266
TC-hsa-SLC20A1_0003	+	chr2	112646593	31
TC-hsa-SLC20A1_0003	+	chr2	112646828	266
TC-hsa-FAM168B_0007	-	chr2	131082646	12
TC-hsa-CLASP1_0213	-	chr2	121605895	286
TC-hsa-CLASP1_0214	-	chr2	121605895	286
TC-hsa-CLASP1_0215	-	chr2	121605895	286
TC-hsa-CLASP1_0216	-	chr2	121605895	286
TC-hsa-CLASP1_0217	-	chr2	121605895	286
TC-hsa-CLASP1_0218	-	chr2	121605895	286
TC-hsa-CLASP1_0219	-	chr2	121605895	286
TC-hsa-FAM168B_0009	-	chr2	131082646	12
TC-hsa-FAM168B_0010	-	chr2	131082646	12
TC-hsa-R3HDM1_0001	+	chr2	135602513	14
TC-hsa-R3HDM1_0002	+	chr2	135602513	14
TC-hsa-R3HDM1_0003	+	chr2	135602513	14
TC-hsa-R3HDM1_0004	+	chr2	135602513	14
TC-hsa-SMPD4_0006	-	chr2	130176592	46
TC-hsa-SMPD4_0008	-	chr2	130176592	46
TC-hsa-SMPD4_0009	-	chr2	130176592	46
TC-hsa-MZT2B_0001	+	chr2	130182679	53
TC-hsa-FAM168B_0013	-	chr2	131082646	12
TC-hsa-FAM168B_0014	-	chr2	131082646	12
TC-hsa-FAM168B_0015	-	chr2	131082646	12
TC-hsa-FAM168B_0016	-	chr2	131082646	12
TC-hsa-FAM168B_0017	-	chr2	131082646	12
TC-hsa-FAM168B_0018	-	chr2	131082646	12
TC-hsa-FAM168B_0019	-	chr2	131082646	12
TC-hsa-FAM168B_0020	-	chr2	131082646	12
TC-hsa-PLEKHB2_0001	+	chr2	131120942	55
TC-hsa-PLEKHB2_0002	+	chr2	131120942	9
TC-hsa-PLEKHB2_0003	+	chr2	131120942	9
TC-hsa-R3HDM1_0005	+	chr2	135602513	14
TC-hsa-R3HDM1_0006	+	chr2	135602513	14
TC-hsa-R3HDM1_0007	+	chr2	135602513	14
TC-hsa-R3HDM1_0008	+	chr2	135602513	14
TC-hsa-R3HDM1_0009	+	chr2	135602513	14
TC-hsa-R3HDM1_0010	+	chr2	135602513	14
TC-hsa-R3HDM1_0011	+	chr2	135602513	14
TC-hsa-R3HDM1_0012	+	chr2	135602513	14
TC-hsa-R3HDM1_0013	+	chr2	135602513	14
TC-hsa-R3HDM1_0014	+	chr2	135602513	14
TC-hsa-R3HDM1_0015	+	chr2	135602513	14
TC-hsa-R3HDM1_0016	+	chr2	135602513	14
TC-hsa-R3HDM1_0017	+	chr2	135602513	14
TC-hsa-R3HDM1_0018	+	chr2	135602513	14
TC-hsa-R3HDM1_0019	+	chr2	135602513	14
TC-hsa-R3HDM1_0020	+	chr2	135602513	14
TC-hsa-R3HDM1_0021	+	chr2	135602513	14
TC-hsa-R3HDM1_0022	+	chr2	135602513	14
TC-hsa-R3HDM1_0023	+	chr2	135602513	14
TC-hsa-R3HDM1_0024	+	chr2	135602513	14
TC-hsa-R3HDM1_0025	+	chr2	135602513	14
TC-hsa-R3HDM1_0026	+	chr2	135602513	14
TC-hsa-R3HDM1_0027	+	chr2	135602513	14
TC-hsa-R3HDM1_0028	+	chr2	135602513	14
TC-hsa-PLEKHB2_0004	+	chr2	131120942	9
TC-hsa-PLEKHB2_0005	+	chr2	131120942	9
TC-hsa-CLASP1_0198	-	chr2	121605895	286
TC-hsa-CLASP1_0199	-	chr2	121605895	286
TC-hsa-RALB_0001	+	chr2	120278665	48
TC-hsa-RALB_0002	+	chr2	120278665	48
TC-hsa-WDR33_0018	-	chr2	127770981	24
TC-hsa-WDR33_0022	-	chr2	127770981	16
TC-hsa-WDR33_0023	-	chr2	127770981	24
TC-hsa-WDR33_0024	-	chr2	127770981	24
TC-hsa-WDR33_0025	-	chr2	127770981	24
TC-hsa-CLASP1_0118	-	chr2	121605895	286
TC-hsa-WDR33_0028	-	chr2	127770981	24
TC-hsa-RALB_0003	+	chr2	120278665	48
TC-hsa-RALB_0004	+	chr2	120278665	48
TC-hsa-RALB_0005	+	chr2	120278665	48
TC-hsa-RALB_0006	+	chr2	120278665	48
TC-hsa-RALB_0007	+	chr2	120278665	48
TC-hsa-RALB_0008	+	chr2	120278665	48
TC-hsa-RALB_0009	+	chr2	120278665	48
TC-hsa-RALB_0010	+	chr2	120278665	48
TC-hsa-RALB_0011	+	chr2	120278665	48
TC-hsa-CLASP1_0207	-	chr2	121605895	286
TC-hsa-UBXN4_0001	+	chr2	135741884	75
TC-hsa-UBXN4_0001	+	chr2	135741930	121
TC-hsa-UBXN4_0002	+	chr2	135741884	75
TC-hsa-UBXN4_0002	+	chr2	135741930	121
TC-hsa-MSH2_0001	+	chr2	47403192	63
TC-hsa-MSH2_0002	+	chr2	47403192	20
TC-hsa-SIX3_0001	+	chr2	44942105	9
TC-hsa-GPR75-ASB3_0017	-	chr2	53765573	13
TC-hsa-GPR75-ASB3_0018	-	chr2	53765573	13
TC-hsa-GPR75-ASB3_0023	-	chr2	53765573	13
TC-hsa-ORC4_0013	-	chr2	147975958	18
TC-hsa-ORC4_0014	-	chr2	147975958	18
TC-hsa-ORC4_0016	-	chr2	147975958	18
TC-hsa-ORC4_0017	-	chr2	147975958	18
TC-hsa-ORC4_0020	-	chr2	147975958	18
TC-hsa-ORC4_0022	-	chr2	147975958	18
TC-hsa-ORC4_0025	-	chr2	147975958	18
TC-hsa-ORC4_0027	-	chr2	147975958	18
TC-hsa-ORC4_0028	-	chr2	147975958	18
TC-hsa-ORC4_0029	-	chr2	147975958	18
TC-hsa-ORC4_0031	-	chr2	147975958	18
TC-hsa-SPTBN1_0001	+	chr2	54526419	48
TC-hsa-SPTBN1_0002	+	chr2	54526419	48
TC-hsa-SPTBN1_0003	+	chr2	54526419	48
TC-hsa-SPTBN1_0004	+	chr2	54526419	48
TC-hsa-SPTBN1_0005	+	chr2	54526419	48
TC-hsa-SPTBN1_0006	+	chr2	54526419	48
TC-hsa-SPTBN1_0007	+	chr2	54526419	48
TC-hsa-SPTBN1_0008	+	chr2	54526419	48
TC-hsa-SPTBN1_0009	+	chr2	54526419	48
TC-hsa-SPTBN1_0010	+	chr2	54526419	48
TC-hsa-SPTBN1_0011	+	chr2	54526419	22
TC-hsa-CLASP1_0212	-	chr2	121605895	286
TC-hsa-ARL6IP6_0001	+	chr2	152718625	45
TC-hsa-CLASP1_0206	-	chr2	121605895	286
TC-hsa-ORC4_0032	-	chr2	147975958	18
TC-hsa-ORC4_0033	-	chr2	147975958	18
TC-hsa-ORC4_0034	-	chr2	147975958	18
TC-hsa-ORC4_0035	-	chr2	147975958	18
TC-hsa-ORC4_0036	-	chr2	147975958	18
TC-hsa-ORC4_0037	-	chr2	147975958	18
TC-hsa-ORC4_0038	-	chr2	147975958	18
TC-hsa-RND3_0001	-	chr2	150487417	39
TC-hsa-RND3_0002	-	chr2	150487417	37
TC-hsa-RND3_0003	-	chr2	150487417	39
TC-hsa-PPIG_0002	+	chr2	169603663	22
TC-hsa-PPIG_0002	+	chr2	169604042	70
TC-hsa-PPIG_0004	+	chr2	169603663	22
TC-hsa-PPIG_0004	+	chr2	169604042	70
TC-hsa-PPIG_0005	+	chr2	169603663	22
TC-hsa-PPIG_0005	+	chr2	169604042	70
TC-hsa-PPIG_0007	+	chr2	169603663	22
TC-hsa-PPIG_0007	+	chr2	169604042	70
TC-hsa-PPIG_0009	+	chr2	169603663	22
TC-hsa-PPIG_0009	+	chr2	169604042	70
TC-hsa-PPIG_0011	+	chr2	169604042	17
TC-hsa-SSB_0001	+	chr2	169800961	10
TC-hsa-SSB_0002	+	chr2	169800961	10
TC-hsa-SSB_0003	+	chr2	169800961	10
TC-hsa-SSB_0004	+	chr2	169800961	10
TC-hsa-METTL5_0007	-	chr2	169824597	44
TC-hsa-PSMD14_0002	+	chr2	161316485	49
TC-hsa-STAM2_0041	-	chr2	152175642	204
TC-hsa-PPIG_0013	+	chr2	169604042	17
TC-hsa-TANC1_0006	+	chr2	159065910	125
TC-hsa-TANC1_0012	+	chr2	159065910	125
TC-hsa-TANC1_0022	+	chr2	159065910	125
TC-hsa-TANC1_0031	+	chr2	159065910	125
TC-hsa-TANC1_0033	+	chr2	159065910	125
TC-hsa-TANC1_0035	+	chr2	159065910	125
TC-hsa-TANC1_0036	+	chr2	159065910	125
TC-hsa-TANC1_0038	+	chr2	159065910	15
TC-hsa-TANC1_0039	+	chr2	159065910	15
TC-hsa-TANC1_0040	+	chr2	159065910	15
TC-hsa-PSMD14_0003	+	chr2	161316485	49
TC-hsa-PSMD14_0004	+	chr2	161316485	49
TC-hsa-PSMD14_0001	+	chr2	161316485	49
TC-hsa-TANC1_0041	+	chr2	159065910	15
TC-hsa-TANC1_0042	+	chr2	159065910	15
TC-hsa-TANC1_0043	+	chr2	159065910	15
TC-hsa-TANC1_0044	+	chr2	159065910	15
TC-hsa-TANC1_0045	+	chr2	159065910	15
TC-hsa-TANC1_0046	+	chr2	159065910	15
TC-hsa-TANC1_0003	+	chr2	159065910	125
TC-hsa-TANC1_0009	+	chr2	159065910	125
TC-hsa-TANC1_0018	+	chr2	159065910	125
TC-hsa-DYNC1I2_0001	+	chr2	171690155	9
TC-hsa-DYNC1I2_0002	+	chr2	171690155	9
TC-hsa-DYNC1I2_0003	+	chr2	171690155	9
TC-hsa-TANC1_0019	+	chr2	159065910	125
TC-hsa-TANC1_0020	+	chr2	159065910	125
TC-hsa-TANC1_0021	+	chr2	159065910	125
